particle,class_int,class_name
aligned_tom85_P0004.mrc,1,class_a
aligned_tom86_P0001.mrc,2,class_b
aligned_tom86_P0002.mrc,2,class_b
aligned_tom86_P0003.mrc,2,class_b
aligned_tom86_P0004.mrc,2,class_b
aligned_tom86_P0005.mrc,2,class_b
aligned_tom86_P0006.mrc,2,class_b
aligned_tom87_P0001.mrc,2,class_b
aligned_tom87_P0002.mrc,2,class_b
aligned_tom88_P0001.mrc,2,class_b
aligned_tom89_P0001.mrc,2,class_b
aligned_tom89_P0002.mrc,2,class_b
aligned_tom8_P0001.mrc,2,class_b
aligned_tom90_P0001.mrc,1,class_a
aligned_tom91_P0001.mrc,2,class_b
aligned_tom92_P0001.mrc,2,class_b
aligned_tom93_P0001.mrc,2,class_b
aligned_tom93_P0002.mrc,2,class_b
aligned_tom93_P0003.mrc,2,class_b
aligned_tom94_P0001.mrc,2,class_b
aligned_tom94_P0002.mrc,2,class_b
aligned_tom94_P0003.mrc,2,class_b
aligned_tom95_P0001.mrc,2,class_b
aligned_tom95_P0002.mrc,2,class_b
aligned_tom96_P0001.mrc,2,class_b
aligned_tom97_P0001.mrc,2,class_b
aligned_tom97_P0002.mrc,2,class_b
aligned_tom97_P0003.mrc,2,class_b
aligned_tom98_P0001.mrc,2,class_b
aligned_tom98_P0002.mrc,2,class_b
aligned_tom98_P0003.mrc,2,class_b
aligned_tom99_P0001.mrc,2,class_b
aligned_tom9_P0001.mrc,2,class_b
